    °„C	        No	    CH0	            CH1	            CH2	            CH3
93.314	6601	0.1433038797	175.9611473060	0.2941222366	-0.1993008971
93.328	6602	0.1433097210	175.8948073324	0.2940837320	-0.1993038773
93.339	6603	0.1433141317	175.8315966029	0.2940465387	-0.1993017315
93.352	6604	0.1433192577	175.7677600245	0.2940086302	-0.1993003010
93.364	6605	0.1433240261	175.7020458998	0.2939685758	-0.1992993474
93.383	6606	0.1433316555	175.6350800774	0.2939315017	-0.1992997050
93.395	6607	0.1433364238	175.5762502895	0.2938934740	-0.1993007779
93.407	6608	0.1433411922	175.5036518278	0.2938528236	-0.1993003010
93.419	6609	0.1433461990	175.4410669470	0.2938184913	-0.1992997050
93.431	6610	0.1433510866	175.3803596127	0.2937792715	-0.1992988705
93.449	6611	0.1433580007	175.3121420927	0.2937424358	-0.1992957711
93.458	6612	0.1433619346	175.2501830608	0.2937036928	-0.1992824196
93.472	6613	0.1433672990	175.1844689360	0.2936659034	-0.1992811083
93.479	6614	0.1433701601	175.1175031136	0.2936295446	-0.1992795586
93.499	6615	0.1433781471	175.0555440817	0.2935921129	-0.1992715716
93.513	6616	0.1433837499	174.9910816545	0.2935544427	-0.1992339015
93.526	6617	0.1433888759	174.9247416809	0.2935159381	-0.1992552399
93.541	6618	0.1433948364	174.8609051025	0.2934788640	-0.1992727637
93.555	6619	0.1434004392	174.7983202218	0.2934432205	-0.1992669224
93.566	6620	0.1434049692	174.7307285506	0.2934055503	-0.1992685914
93.583	6621	0.1434116449	174.6700212163	0.2933678802	-0.1992595315
93.597	6622	0.1434173669	174.6055587891	0.2933302100	-0.1992493987
93.604	6623	0.1434203472	174.5467290012	0.2932917054	-0.1992482066
93.614	6624	0.1434240427	174.4797631788	0.2932547506	-0.1992397427
93.631	6625	0.1434308376	174.4165524493	0.2932187494	-0.1992374777
93.645	6626	0.1434365596	174.3533417197	0.2931813176	-0.1992288947
93.657	6627	0.1434414472	174.2907568390	0.2931442435	-0.1992185235
93.666	6628	0.1434449043	174.2281719582	0.2931068118	-0.1992076754
93.679	6629	0.1434502687	174.1624578334	0.2930698569	-0.1991988539
93.691	6630	0.1434550371	174.0992471039	0.2930312331	-0.1991950392
93.698	6631	0.1434580173	174.0404173160	0.2929938014	-0.1991944432
93.717	6632	0.1434654083	173.9797099817	0.2929594691	-0.1991918206
93.730	6633	0.1434707727	173.9152475545	0.2929225143	-0.1991826415
93.740	6634	0.1434745874	173.8539143714	0.2928843673	-0.1991801381
93.754	6635	0.1434801902	173.7888260954	0.2928487237	-0.1991623759
93.759	6636	0.1434820976	173.7274929123	0.2928112920	-0.1991392493
93.776	6637	0.1434891309	173.6705406708	0.2927751716	-0.1991189837
93.790	6638	0.1434947338	173.6054523948	0.2927386935	-0.1991013407
93.801	6639	0.1434990253	173.5434933629	0.2927018578	-0.1991008639
93.822	6640	0.1435076084	173.4840377262	0.2926639493	-0.1991306662
93.835	6641	0.1435127344	173.4189494502	0.2926265176	-0.1992138743
93.838	6642	0.1435139265	173.3601196623	0.2925918277	-0.1991807341
93.854	6643	0.1435203638	173.2931538399	0.2925551112	-0.1991161227
93.860	6644	0.1435227480	173.2311948080	0.2925177987	-0.1990732073
93.879	6645	0.1435303774	173.1736167177	0.2924815591	-0.1990338683
93.890	6646	0.1435346689	173.1097801393	0.2924438889	-0.1990033507
93.902	6647	0.1435394373	173.0509503514	0.2924094374	-0.1989884495
93.913	6648	0.1435440864	172.9908688659	0.2923721249	-0.1989796280
93.923	6649	0.1435480203	172.9282839852	0.2923354085	-0.1989339709
93.934	6650	0.1435524311	172.8682024996	0.2922991688	-0.1988877177
93.950	6651	0.1435586300	172.8056176189	0.2922625716	-0.1988570809
93.954	6652	0.1435605373	172.7455361334	0.2922268088	-0.1988405108
93.976	6653	0.1435691204	172.6854546479	0.2921897347	-0.1988276362
93.984	6654	0.1435722198	172.6278765576	0.2921554024	-0.1988184571
93.992	6655	0.1435755577	172.5652916768	0.2921188052	-0.1988183378
94.004	6656	0.1435804453	172.5064618889	0.2920822079	-0.1988321661
94.024	6657	0.1435883131	172.4432511594	0.2920466836	-0.1988154768
94.035	6658	0.1435926046	172.3844213715	0.2920125897	-0.1987953305
94.049	6659	0.1435984459	172.3237140372	0.2919756348	-0.1987838864
94.065	6660	0.1436046448	172.2655100981	0.2919398720	-0.1987673163
94.072	6661	0.1436076250	172.2079320078	0.2919031556	-0.1987549185
94.085	6662	0.1436128702	172.1491022199	0.2918665583	-0.1987400173
94.098	6663	0.1436179962	172.0883948856	0.2918311531	-0.1987272619
94.113	6664	0.1436240759	172.0283134000	0.2917947943	-0.1987131952
94.118	6665	0.1436259832	171.9663543681	0.2917596276	-0.1987022280
94.130	6666	0.1436309900	171.9087762778	0.2917250569	-0.1986899494
94.143	6667	0.1436359968	171.8499464899	0.2916888172	-0.1986805319
94.161	6668	0.1436433878	171.7904908532	0.2916519816	-0.1986733793
94.172	6669	0.1436475601	171.7279059725	0.2916183645	-0.1986606239
94.183	6670	0.1436522093	171.6690761846	0.2915821249	-0.1986508488
94.193	6671	0.1436559047	171.6152531871	0.2915463621	-0.1986396431
94.202	6672	0.1436597194	171.5526683064	0.2915120299	-0.1986278414
94.223	6673	0.1436680641	171.4944643673	0.2914786513	-0.1986150860
94.227	6674	0.1436697330	171.4381379746	0.2914407427	-0.1986085295
94.237	6675	0.1436736669	171.3755530939	0.2914064104	-0.1986076950
94.252	6676	0.1436796274	171.3167233060	0.2913689787	-0.1986006617
94.263	6677	0.1436841574	171.2635261574	0.2913365538	-0.1985967278
94.275	6678	0.1436888065	171.2009412766	0.2913003141	-0.1985892176
94.298	6679	0.1436979856	171.1483699768	0.2912651474	-0.1985763430
94.303	6680	0.1437001314	171.0876626425	0.2912312920	-0.1985577463
94.317	6681	0.1437058534	171.0319620986	0.2911938602	-0.1985429644
94.322	6682	0.1437076416	170.9706289155	0.2911592895	-0.1985304474
94.334	6683	0.1437126484	170.9136766740	0.2911259109	-0.1985190033
94.345	6684	0.1437168207	170.8560985837	0.2910899097	-0.1985094666
94.357	6685	0.1437217083	170.8003980398	0.2910555775	-0.1984992146
94.375	6686	0.1437287416	170.7409424031	0.2910202915	-0.1984852671
94.384	6687	0.1437325563	170.6846160105	0.2909854824	-0.1984742998
94.395	6688	0.1437368479	170.6276637690	0.2909505541	-0.1984610676
94.405	6689	0.1437407818	170.5682081323	0.2909172947	-0.1984492659
94.417	6690	0.1437459078	170.5143851348	0.2908817703	-0.1984397291
94.428	6691	0.1437499609	170.4511744053	0.2908477957	-0.1984290003
94.438	6692	0.1437540140	170.3967255590	0.2908147747	-0.1984201788
94.454	6693	0.1437604513	170.3391474688	0.2907778198	-0.1984204172
94.464	6694	0.1437643852	170.2853244713	0.2907452757	-0.1984100460
94.477	6695	0.1437697496	170.2264946834	0.2907104665	-0.1983925222
94.493	6696	0.1437763061	170.1707941396	0.2906744653	-0.1983798861
94.507	6697	0.1437816706	170.1163452933	0.2906410867	-0.1983747601
94.515	6698	0.1437851276	170.0568896566	0.2906073505	-0.1983724951
94.523	6699	0.1437883463	169.9999374151	0.2905732566	-0.1983616470
94.536	6700	0.1437932339	169.9448627201	0.2905386859	-0.1983426928
94.548	6701	0.1437983599	169.8891621762	0.2905061418	-0.1983263611
94.553	6702	0.1438002672	169.8347133300	0.2904695446	-0.1983196854
94.563	6703	0.1438042011	169.7746318444	0.2904347354	-0.1983159899
94.577	6704	0.1438096847	169.7233122422	0.2904013568	-0.1982987045
94.595	6705	0.1438171949	169.6663600008	0.2903680974	-0.1982845186
94.598	6706	0.1438180294	169.6081560617	0.2903349573	-0.1982748627
94.615	6707	0.1438250627	169.5543330642	0.2902982408	-0.1982585310
94.621	6708	0.1438273277	169.4980066715	0.2902664119	-0.1982486366
94.626	6709	0.1438295927	169.4398027325	0.2902310068	-0.1982367157
94.644	6710	0.1438366260	169.3878572814	0.2901965553	-0.1982280134
94.660	6711	0.1438431826	169.3321567376	0.2901638919	-0.1982159733
94.671	6712	0.1438474741	169.2752044961	0.2901292020	-0.1982063173
94.680	6713	0.1438510504	169.2238848939	0.2900973731	-0.1981954693
94.696	6714	0.1438574877	169.1638034084	0.2900629216	-0.1981837868
94.711	6715	0.1438635673	169.1112321085	0.2900291854	-0.1981724619
94.718	6716	0.1438661899	169.0567832623	0.2899942571	-0.1981624483
94.730	6717	0.1438710775	168.9998310208	0.2899609977	-0.1981501697
94.741	6718	0.1438756075	168.9503889650	0.2899280959	-0.1981381296
94.753	6719	0.1438803759	168.8903074795	0.2898965055	-0.1981278776
94.763	6720	0.1438844290	168.8364844821	0.2898630077	-0.1981188177
94.771	6721	0.1438874092	168.7826614846	0.2898296291	-0.1981094002
94.781	6722	0.1438914623	168.7275867896	0.2897943431	-0.1981014131
94.797	6723	0.1438978996	168.6737637921	0.2897610837	-0.1980905651
94.805	6724	0.1439008799	168.6218183411	0.2897278243	-0.1980836510
94.823	6725	0.1439081516	168.5642402508	0.2896955186	-0.1980717300
94.833	6726	0.1439124432	168.5141723462	0.2896627360	-0.1980641006
94.849	6727	0.1439185228	168.4603493488	0.2896276885	-0.1980561136
94.851	6728	0.1439195957	168.4046488049	0.2895953828	-0.1980449079
94.863	6729	0.1439244833	168.3527033539	0.2895629579	-0.1980387090
94.876	6730	0.1439296093	168.2970028101	0.2895287448	-0.1980292915
94.888	6731	0.1439342585	168.2444315102	0.2894977504	-0.1980195164
94.893	6732	0.1439364042	168.1912343616	0.2894616300	-0.1980110525
94.906	6733	0.1439416494	168.1367855154	0.2894287282	-0.1980030655
94.919	6734	0.1439465370	168.0842142155	0.2893966609	-0.1979923366
94.927	6735	0.1439497557	168.0303912181	0.2893639975	-0.1979857801
94.936	6736	0.1439536896	167.9765682206	0.2893300229	-0.1979770778
94.944	6737	0.1439569082	167.9265003161	0.2892972403	-0.1979674219
94.956	6738	0.1439614382	167.8707997722	0.2892650538	-0.1979593157
94.964	6739	0.1439648952	167.8157250771	0.2892338210	-0.1979515671
94.976	6740	0.1439696636	167.7631537773	0.2891994887	-0.1979457258
94.988	6741	0.1439743128	167.7143375703	0.2891680175	-0.1979385732
94.999	6742	0.1439786043	167.6605145729	0.2891333276	-0.1979390501
95.018	6743	0.1439862337	167.6035623314	0.2891001874	-0.1979384540
95.025	6744	0.1439889755	167.5528685780	0.2890688353	-0.1979316591
95.034	6745	0.1439927902	167.5034265222	0.2890354567	-0.1979200958
95.050	6746	0.1439993467	167.4514810712	0.2890036278	-0.1979123472
95.055	6747	0.1440012541	167.3976580738	0.2889725142	-0.1979048370
95.068	6748	0.1440064993	167.3444609251	0.2889386588	-0.1978939890
95.079	6749	0.1440109100	167.2887603813	0.2889073067	-0.1978848098
95.093	6750	0.1440165129	167.2405700231	0.2888732129	-0.1978765844
95.105	6751	0.1440211620	167.1892504209	0.2888412648	-0.1978664516
95.111	6752	0.1440235462	167.1335498770	0.2888093167	-0.1978534578
95.123	6753	0.1440283146	167.0847336700	0.2887762957	-0.1978438018
95.127	6754	0.1440298643	167.0340399166	0.2887448245	-0.1978316425
95.141	6755	0.1440354671	166.9814686168	0.2887126379	-0.1978256820
95.146	6756	0.1440376129	166.9320265610	0.2886804514	-0.1978057741
95.162	6757	0.1440441694	166.8769518660	0.2886477881	-0.1977810978
95.171	6758	0.1440475073	166.8256322638	0.2886161976	-0.1977609514
95.188	6759	0.1440543022	166.7743126615	0.2885843687	-0.1977564214
95.201	6760	0.1440596666	166.7236189081	0.2885534935	-0.1977545141
95.209	6761	0.1440626469	166.6766802476	0.2885221415	-0.1977563022
95.223	6762	0.1440682497	166.6216055525	0.2884897166	-0.1977535604
95.230	6763	0.1440713491	166.5715376479	0.2884555035	-0.1977474807
95.236	6764	0.1440737333	166.5183404993	0.2884260588	-0.1977439045
95.252	6765	0.1440798130	166.4720276876	0.2883947067	-0.1977253078
95.266	6766	0.1440854158	166.4169529925	0.2883614474	-0.1977205394
95.273	6767	0.1440883961	166.3662592391	0.2883296185	-0.1977141021
95.284	6768	0.1440926876	166.3180688809	0.2882994585	-0.1977055191
95.295	6769	0.1440970984	166.2654975811	0.2882670336	-0.1976994394
95.304	6770	0.1441009131	166.2154296765	0.2882347279	-0.1976928829
95.313	6771	0.1441043701	166.1691168647	0.2882040911	-0.1976834653
95.328	6772	0.1441103306	166.1127904721	0.2881717854	-0.1976825117
95.338	6773	0.1441142645	166.0658518115	0.2881417446	-0.1976366161
95.347	6774	0.1441179600	166.0132805117	0.2881105118	-0.1975557922
95.353	6775	0.1441205826	165.9644643047	0.2880773716	-0.1975473283
95.369	6776	0.1441266623	165.9125188537	0.2880482845	-0.1970863460
95.374	6777	0.1441289272	165.8705869836	0.2880159788	-0.1969555734
95.391	6778	0.1441357222	165.8123830445	0.2879845076	-0.1969026444
95.404	6779	0.1441408482	165.7660702328	0.2879537516	-0.1968805907
95.411	6780	0.1441434708	165.7147506305	0.2879231148	-0.1968693851
95.426	6781	0.1441497889	165.6671861212	0.2878908091	-0.1968714116
95.436	6782	0.1441537228	165.6177440654	0.2878607683	-0.1968673585
95.444	6783	0.1441569414	165.5645469168	0.2878291778	-0.1968412517
95.456	6784	0.1441614714	165.5182341050	0.2877955608	-0.1968411325
95.466	6785	0.1441657629	165.4669145028	0.2877667122	-0.1968002437
95.474	6786	0.1441687431	165.4174724470	0.2877345257	-0.1967882035
95.489	6787	0.1441747036	165.3705337864	0.2877034120	-0.1967728255
95.488	6788	0.1441743460	165.3210917307	0.2876714639	-0.1967682956
95.509	6789	0.1441826906	165.2716496749	0.2876413040	-0.1967560170
95.516	6790	0.1441856709	165.2228334679	0.2876113825	-0.1967450498
95.529	6791	0.1441909161	165.1733914121	0.2875819378	-0.1967309831
95.534	6792	0.1441928234	165.1277044492	0.2875504665	-0.1967191813
95.546	6793	0.1441977110	165.0770106958	0.2875183992	-0.1967090486
95.561	6794	0.1442035523	165.0275686400	0.2874882393	-0.1966889022
95.567	6795	0.1442059364	164.9781265842	0.2874554567	-0.1966823457
95.578	6796	0.1442103472	164.9324396212	0.2874270849	-0.1966676829
95.582	6797	0.1442120161	164.8823717166	0.2873943023	-0.1966512320
95.595	6798	0.1442172613	164.8335555097	0.2873630695	-0.1966441987
95.606	6799	0.1442216721	164.7834876051	0.2873346977	-0.1966470597
95.618	6800	0.1442263212	164.7334197005	0.2873029880	-0.1966488479
95.637	6801	0.1442341890	164.6908619816	0.2872735433	-0.1966480134
95.641	6802	0.1442357388	164.6420457746	0.2872432642	-0.1966480134
95.655	6803	0.1442412224	164.5919778700	0.2872125082	-0.1966498015
95.661	6804	0.1442438450	164.5444133606	0.2871821098	-0.1966527818
95.670	6805	0.1442471829	164.4987263977	0.2871532611	-0.1966350196
95.679	6806	0.1442508783	164.4486584931	0.2871211938	-0.1966166613
95.686	6807	0.1442537394	164.4004681349	0.2870901994	-0.1966034291
95.693	6808	0.1442566004	164.3535294743	0.2870595626	-0.1965932963
95.703	6809	0.1442605343	164.3059649650	0.2870299987	-0.1966236947
95.712	6810	0.1442641106	164.2521419675	0.2869973354	-0.1966228602
95.724	6811	0.1442687597	164.2095842486	0.2869695596	-0.1966159461
95.731	6812	0.1442716208	164.1638972857	0.2869397573	-0.1965867398
95.749	6813	0.1442787733	164.1163327763	0.2869070939	-0.1965755341
95.754	6814	0.1442810383	164.0706458134	0.2868774108	-0.1965557454
95.766	6815	0.1442858067	164.0187003624	0.2868498735	-0.1965389369
95.777	6816	0.1442902174	163.9767684923	0.2868186406	-0.1965205787
95.784	6817	0.1442930784	163.9267005877	0.2867889575	-0.1965005515
95.788	6818	0.1442946282	163.8791360783	0.2867582015	-0.1964761136
95.805	6819	0.1443013039	163.8296940225	0.2867282800	-0.1964594243
95.816	6820	0.1443055954	163.7852587572	0.2867001466	-0.1964477418
95.825	6821	0.1443094101	163.7408234919	0.2866698674	-0.1964353440
95.840	6822	0.1443154898	163.6957623777	0.2866393499	-0.1964081643
95.853	6823	0.1443207350	163.6475720196	0.2866107396	-0.1963873027
95.860	6824	0.1443234768	163.5968782661	0.2865787915	-0.1963764546
95.866	6825	0.1443256226	163.5524430008	0.2865487508	-0.1963704941
95.873	6826	0.1443287220	163.5080077355	0.2865195445	-0.1963554738
95.882	6827	0.1443320599	163.4591915285	0.2864899806	-0.1963430760
95.899	6828	0.1443389740	163.4116270191	0.2864617280	-0.1963466523
95.904	6829	0.1443411198	163.3665659050	0.2864302568	-0.1963516591
95.908	6830	0.1443424311	163.3221306397	0.2864022426	-0.1963594077
95.919	6831	0.1443470803	163.2758178279	0.2863719634	-0.1963700173
95.926	6832	0.1443498221	163.2288791674	0.2863419227	-0.1963775275
95.943	6833	0.1443567362	163.1831922044	0.2863117627	-0.1963790772
95.960	6834	0.1443631735	163.1368793927	0.2862829141	-0.1963799117
95.958	6835	0.1443626967	163.0936958250	0.2862546615	-0.1963840840
95.968	6836	0.1443666306	163.0461313156	0.2862245015	-0.1963776467
95.979	6837	0.1443709221	163.0023218991	0.2861961297	-0.1963706134
95.991	6838	0.1443756905	162.9566349361	0.2861660889	-0.1963682292
96.000	6839	0.1443795052	162.9090704268	0.2861368827	-0.1963582156
96.004	6840	0.1443810549	162.8621317662	0.2861073188	-0.1963672755
96.010	6841	0.1443832007	162.8189481985	0.2860781125	-0.1963729975
96.025	6842	0.1443892803	162.7695061427	0.2860492638	-0.1963734744
96.038	6843	0.1443946448	162.7263225750	0.2860199384	-0.1963678715
96.048	6844	0.1443984595	162.6837648561	0.2859929970	-0.1963554738
96.060	6845	0.1444032278	162.6362003467	0.2859635524	-0.1963485596
96.058	6846	0.1444027510	162.5930167790	0.2859331540	-0.1963470099
96.071	6847	0.1444078770	162.5448264208	0.2859034709	-0.1963213799
96.081	6848	0.1444116917	162.4997653067	0.2858749798	-0.1963048098
96.088	6849	0.1444144335	162.4565817390	0.2858473233	-0.1963031409
96.102	6850	0.1444201556	162.4096430784	0.2858170441	-0.1962921736
96.110	6851	0.1444234934	162.3652078131	0.2857896260	-0.1962809680
96.118	6852	0.1444265929	162.3201466990	0.2857573203	-0.1962797759
96.134	6853	0.1444329109	162.2738338872	0.2857300213	-0.1962773917
96.150	6854	0.1444392290	162.2344054123	0.2857020072	-0.1962857363
96.158	6855	0.1444426861	162.1880926006	0.2856726817	-0.1962865708
96.155	6856	0.1444413748	162.1442831841	0.2856450251	-0.1962884782
96.174	6857	0.1444491234	162.0954669771	0.2856177262	-0.1962885974
96.186	6858	0.1444537726	162.0535351070	0.2855874470	-0.1962882397
96.191	6859	0.1444557991	162.0103515393	0.2855588368	-0.1962902663
96.205	6860	0.1444614020	161.9646645763	0.2855299881	-0.1962895510
96.213	6861	0.1444647398	161.9214810086	0.2855023316	-0.1962905047
96.222	6862	0.1444680777	161.8776715921	0.2854736021	-0.1962909815
96.229	6863	0.1444709387	161.8326104780	0.2854442767	-0.1962906239
96.239	6864	0.1444751110	161.7881752126	0.2854159048	-0.1962876437
96.245	6865	0.1444773760	161.7468691913	0.2853866986	-0.1962864516
96.257	6866	0.1444823828	161.7005563796	0.2853598765	-0.1962828753
96.271	6867	0.1444878664	161.6548694166	0.2853316239	-0.1962739346
96.278	6868	0.1444907275	161.6110600001	0.2853040865	-0.1962624905
96.285	6869	0.1444935885	161.5678764324	0.2852745226	-0.1962520001
96.297	6870	0.1444982376	161.5253187135	0.2852472237	-0.1962396023
96.308	6871	0.1445025292	161.4833868434	0.2852200440	-0.1962224362
96.323	6872	0.1445087281	161.4376998805	0.2851889303	-0.1962059853
96.331	6873	0.1445119467	161.3951421616	0.2851629427	-0.1961888192
96.339	6874	0.1445149269	161.3519585938	0.2851336172	-0.1961835740
96.351	6875	0.1445199337	161.3131559678	0.2851045302	-0.1961746333
96.361	6876	0.1445237484	161.2630880632	0.2850777081	-0.1961692689
96.370	6877	0.1445273247	161.2180269490	0.2850480250	-0.1961702225
96.374	6878	0.1445291128	161.1817277182	0.2850210837	-0.1961648581
96.383	6879	0.1445326891	161.1304081160	0.2849924734	-0.1961610434
96.395	6880	0.1445375767	161.0941088852	0.2849661282	-0.1961572287
96.403	6881	0.1445407954	161.0471702246	0.2849350145	-0.1961553214
96.409	6882	0.1445429411	161.0058642033	0.2849093845	-0.1961511490
96.421	6883	0.1445479479	160.9620547868	0.2848811319	-0.1961423276
96.424	6884	0.1445490208	160.9201229167	0.2848528793	-0.1961338637
96.437	6885	0.1445540276	160.8756876514	0.2848230770	-0.1961287377
96.448	6886	0.1445585575	160.8350074789	0.2847968510	-0.1961213467
96.457	6887	0.1445621338	160.7937014576	0.2847678831	-0.1961158631
96.466	6888	0.1445657101	160.7492661923	0.2847392729	-0.1961108563
96.474	6889	0.1445689288	160.7085860198	0.2847119739	-0.1961064456
96.484	6890	0.1445732203	160.6647766033	0.2846853903	-0.1960995314
96.487	6891	0.1445741740	160.6228447332	0.2846571377	-0.1960992930
96.493	6892	0.1445767966	160.5815387119	0.2846298387	-0.1960917828
96.501	6893	0.1445800152	160.5346000513	0.2846030167	-0.1960879681
96.508	6894	0.1445827570	160.4957974253	0.2845739296	-0.1960774777
96.525	6895	0.1445895520	160.4544914040	0.2845452001	-0.1960771201
96.536	6896	0.1445938435	160.4119336851	0.2845202854	-0.1960675833
96.549	6897	0.1445989695	160.3681242685	0.2844907215	-0.1960551856
96.560	6898	0.1446032610	160.3255665496	0.2844664028	-0.1960494635
96.570	6899	0.1446074334	160.2830088307	0.2844377926	-0.1960334895
96.581	6900	0.1446118441	160.2423286582	0.2844093015	-0.1960257409
96.582	6901	0.1446120825	160.1972675441	0.2843828371	-0.1960232375
96.584	6902	0.1446131554	160.1578390692	0.2843532732	-0.1960115550
96.596	6903	0.1446178046	160.1140296527	0.2843268087	-0.1960030911
96.605	6904	0.1446212616	160.0764787243	0.2842995098	-0.1959985611
96.617	6905	0.1446261492	160.0307917613	0.2842713764	-0.1959889052
96.626	6906	0.1446298447	159.9913632865	0.2842441967	-0.1959934351
96.636	6907	0.1446340170	159.9500572652	0.2842189243	-0.1960018990
96.643	6908	0.1446366396	159.9093770927	0.2841897180	-0.1960017798
96.657	6909	0.1446421233	159.8668193738	0.2841627767	-0.1960076211
96.661	6910	0.1446437922	159.8255133525	0.2841345241	-0.1960108397
96.673	6911	0.1446487990	159.7842073312	0.2841074636	-0.1960196612
96.687	6912	0.1446544018	159.7472822516	0.2840806415	-0.1960255024
96.694	6913	0.1446570244	159.7059762303	0.2840546539	-0.1960348008
96.698	6914	0.1446584549	159.6596634185	0.2840279510	-0.1960409997
96.711	6915	0.1446639386	159.6214866413	0.2840007713	-0.1960458872
96.718	6916	0.1446665612	159.5745479807	0.2839743068	-0.1960520861
96.723	6917	0.1446684685	159.5407521451	0.2839464118	-0.1960578082
96.730	6918	0.1446715680	159.4988202750	0.2839194705	-0.1960617421
96.747	6919	0.1446781245	159.4568884049	0.2838936021	-0.1960622189
96.757	6920	0.1446822968	159.4149565348	0.2838658264	-0.1960585234
96.762	6921	0.1446844426	159.3755280599	0.2838373353	-0.1960573313
96.775	6922	0.1446894494	159.3411063755	0.2838137319	-0.1960560200
96.783	6923	0.1446925488	159.2979228078	0.2837854793	-0.1960494635
96.788	6924	0.1446948138	159.2541133913	0.2837573459	-0.1960510132
96.792	6925	0.1446963635	159.2153107652	0.2837304046	-0.1960485098
96.808	6926	0.1447025624	159.1765081392	0.2837059667	-0.1960528014
96.807	6927	0.1447023240	159.1352021179	0.2836768796	-0.1960429070
96.817	6928	0.1447063771	159.0970253406	0.2836522033	-0.1960418341
96.818	6929	0.1447066155	159.0519642265	0.2836246660	-0.1960411189
96.834	6930	0.1447130528	159.0131616004	0.2835985591	-0.1960358737
96.848	6931	0.1447187748	158.9756106720	0.2835742404	-0.1960275290
96.854	6932	0.1447210398	158.9324271043	0.2835455110	-0.1960350392
96.866	6933	0.1447256890	158.8911210830	0.2835186889	-0.1960321782
96.872	6934	0.1447281924	158.8535701545	0.2834931781	-0.1960359929
96.881	6935	0.1447318879	158.8103865868	0.2834656408	-0.1960367081
96.884	6936	0.1447329607	158.7709581119	0.2834394147	-0.1960399268
96.898	6937	0.1447388020	158.7346588811	0.2834139039	-0.1960442183
96.910	6938	0.1447434512	158.6895977670	0.2833863666	-0.1960483906
96.916	6939	0.1447459546	158.6539243849	0.2833601405	-0.1960512517
96.925	6940	0.1447496500	158.6132442125	0.2833347489	-0.1960561392
96.935	6941	0.1447534647	158.5769449816	0.2833079269	-0.1960604308
96.948	6942	0.1447588292	158.5356389603	0.2832814624	-0.1960630534
96.947	6943	0.1447581139	158.4937070902	0.2832538058	-0.1960616229
96.948	6944	0.1447587100	158.4549044642	0.2832284143	-0.1960669873
96.962	6945	0.1447643128	158.4173535357	0.2832026650	-0.1960756896
96.974	6946	0.1447690812	158.3772992121	0.2831769158	-0.1960762856
96.974	6947	0.1447692004	158.3391224348	0.2831500937	-0.1960781930
96.985	6948	0.1447734919	158.2959388671	0.2831245830	-0.1960786698
96.992	6949	0.1447762337	158.2577620898	0.2830984761	-0.1960809348
97.006	6950	0.1447818366	158.2233404054	0.2830714156	-0.1960833190
97.003	6951	0.1447805253	158.1826602329	0.2830472161	-0.1960841534
97.014	6952	0.1447850552	158.1407283628	0.2830202748	-0.1960837958
97.029	6953	0.1447910157	158.1006740392	0.2829942872	-0.1960923789
97.039	6954	0.1447951880	158.0650006571	0.2829692532	-0.1960924981
97.046	6955	0.1447980490	158.0243204847	0.2829415967	-0.1960926173
97.052	6956	0.1448004332	157.9886471026	0.2829139401	-0.1960952399
97.061	6957	0.1448040095	157.9467152325	0.2828898598	-0.1960983393
97.070	6958	0.1448073473	157.9097901529	0.2828639914	-0.1960990546
97.077	6959	0.1448104468	157.8716133756	0.2828362157	-0.1960996506
97.085	6960	0.1448134270	157.8296815055	0.2828110625	-0.1961040614
97.096	6961	0.1448179570	157.7927564259	0.2827848365	-0.1961060879
97.110	6962	0.1448233214	157.7533279510	0.2827593257	-0.1961094258
97.120	6963	0.1448274937	157.7145253250	0.2827342917	-0.1961099026
97.127	6964	0.1448302355	157.6750968501	0.2827086617	-0.1961103795
97.138	6965	0.1448346463	157.6356683752	0.2826829125	-0.1961131213
97.146	6966	0.1448378649	157.5981174468	0.2826569249	-0.1961146710
97.158	6967	0.1448427525	157.5624440648	0.2826308180	-0.1961147902
97.158	6968	0.1448427525	157.5223897411	0.2826074530	-0.1961107371
97.168	6969	0.1448465672	157.4867163591	0.2825796773	-0.1961145518
97.179	6970	0.1448509779	157.4491654306	0.2825554778	-0.1961177704
97.190	6971	0.1448555079	157.4078594093	0.2825284173	-0.1961187241
97.196	6972	0.1448580113	157.3715601785	0.2825051714	-0.1961209891
97.200	6973	0.1448595610	157.3327575524	0.2824778725	-0.1961230156
97.210	6974	0.1448633757	157.2958324728	0.2824541499	-0.1961251614
97.212	6975	0.1448643294	157.2564039979	0.2824280430	-0.1961250422
97.226	6976	0.1448696938	157.2169755231	0.2824003865	-0.1961267111
97.231	6977	0.1448717204	157.1813021410	0.2823766638	-0.1961284993
97.248	6978	0.1448785153	157.1437512126	0.2823507954	-0.1961311219
97.261	6979	0.1448838797	157.1074519818	0.2823265959	-0.1961324332
97.265	6980	0.1448855486	157.0642684140	0.2823012043	-0.1961350558
97.270	6981	0.1448875752	157.0273433344	0.2822764088	-0.1961355326
97.282	6982	0.1448922244	156.9897924060	0.2822501828	-0.1961356518
97.283	6983	0.1448925820	156.9559965703	0.2822244336	-0.1961372016
97.291	6984	0.1448956814	156.9184456419	0.2821991612	-0.1961392281
97.299	6985	0.1448992577	156.8783913182	0.2821742464	-0.1961282609
97.312	6986	0.1449042645	156.8414662386	0.2821501662	-0.1961387513
97.321	6987	0.1449079600	156.8064187054	0.2821246554	-0.1961436389
97.324	6988	0.1449089137	156.7676160793	0.2820987870	-0.1961481688
